Review,Rating,Date
Di suruh pilih tanggal kedatangan... Ga ada tanggal yg bisa di pilih... Aneh bikin pusing... Mua buat pasport aja ribetnya bukan main pusing...,1,2023-04-18 03:29:59
Terima kasih senang pengurusan cepat,5,2023-04-18 02:25:36
Berengsek nih apk malah time out terus jauh dari kata memuaskan tersendat terus waktu saya terbuang sia-sia ketika dokumen seharusnya bisa selesai hari ini malah kepending jadinya kasih bintang satu kecewa berat saya,1,2023-04-18 01:05:23
"Aplikasi parah n gak jelas.... Uda daftar buat permohonan sambung pasport baru surat kk, surat lahir, KTP n dll di akhir milih tanggal malah gak bisa n buat aplikasi slalu try again aja😡😡😡",1,2023-04-18 00:41:41
Mantap,5,2023-04-17 13:46:40
Aplikasi kagak guna malah makin sulit,1,2023-04-17 13:22:57
Kadang eroor,1,2023-04-17 13:13:02
"Gak usah ribet pakai apk ini... Karena sering error.. memang lebih baik, datang ke kantor terus tinggal daftar.. BERES!! APK NGENTOD!!!",1,2023-04-17 11:37:11
Kenapa applikasi ini susaaaaaaaaah.mf kasih bintang 1,1,2023-04-17 06:25:17
"sering timeout, tanggal gak di bisa pilih, trus gak ada kuota dll. intinya harus banyak bersabar dgn menggunakan app ini. mohon pihak terkait atas perhatiannya utk app nya agar lbh gampang di gunakan. thx",1,2023-04-17 05:16:32
"Hahaha, lawak aplikasi nyaaa... Mempersulit!!",1,2023-04-17 03:46:22
"Ngak bisa upload KTP terus eror gitu invalid, gimana developer? Padahal pengen buat passport untuk kepentingan bekerja. Terima Kasih",2,2023-04-17 03:01:21
"Aplikasi sudah cukup baik tapi masih sering error. Kalau boleh usul, pemilihan tanggal n kantor imigrasi dibuat di awal supaya tidak mubazir mengisi data pribadi yang lengkap tapi sia-sia karena tidak ada tanggal yg tersedia n tidak bisa mengganti pilihan kantor imigrasi. Jadi terpaksa mengulang proses lagi dari awal. Tolong diperbanyak juga kuota per harinya. Semoga kantor Imigrasi sebaik baik pelayanannya di waktu ke depan ..",2,2023-04-17 00:47:21
"Aplikasi sering error, padahal ini app utk pelayanan masyarakat tapi susah utk diakses, setelah bisa diakses malah tdk update otomatis, tolong diperbaiki lagi sistemnya",1,2023-04-17 00:35:23
"Tolong lah pak aplikasi ya diperbaiki,dicoba tiap hari,tiap bulan hasil tetap sama gagal coba lagi, Lebih baik antri daripada menunggu bisa pakai aplikasi",1,2023-04-17 00:14:17
M-try again,1,2023-04-16 12:22:00
Apa ini gangguan mulu,1,2023-04-16 12:05:37
Aplikasi tersampah. Ga bisa login. Pemerintah tapi ga ada budget bikin aplikasi bagusan.,1,2023-04-16 09:24:54
"apaan sih, pas udh hari h mau pilih tanggal aplny malah suka kek gak ad internet pdhl wifi ku okok aja loh",1,2023-04-16 09:07:05
"Gajelas bet ni aplikasi, minimal kalo bikin aplikasi tuh di benerin dulu bug"" nya jangandikit"" digital tapi bug nya gadibenerin negri wakanda",1,2023-04-16 06:50:33
Tolonglah update applk ini yg baik.. Asal. Mau masuk lalap timeout2 mulu ntah kapan timein nya.. Muak x bah,1,2023-04-15 21:03:07
semakin ribet aja pemerintah bikin apliksi error,1,2023-04-15 15:57:55
Mantap,5,2023-04-15 14:47:14
"Subhanallah, sudah dapat jadwal, nomor billing nya datang lama banget, giliran dibuka keburu kadaluarsa, ngulang lagi, eh jadwal yg tadi sudah penuh, ngundur lagi. Di masa yang sama-sama sibuk ini, saya harap segala aktivitas apalagi terkait registrasi online semoga bisa lebih cepat lagi, percuma online kalau masih saja susah Kalau bisa bagian jadwal tolong di buat sebelah depan, bukan dibagian akhir, jadi bisa mempermudah orang untuk memilih kantor tercepat terdekat yang bisa melayani. Thanks.",1,2023-04-15 13:21:06
"Aplikasi gaa jelas, merepotkan. Orang mau cepat jadi lama",1,2023-04-15 12:03:46
Aplikasi paling aneh,1,2023-04-15 10:10:22
Kasih bintang 2 aja dulu sudah berapa minggu daftar kok penuh terus padahal sistem pembuatan cuma input sama print saja pusing dechh😁😇😇🤦‍♂️🤦‍♂️🤦‍♂️,2,2023-04-15 09:47:38
Sering errorrr. Diulng ulang tp time out. Ga pernah review app. Tp klau dah saking jeleknya baru niat mau review. Dah abis kesabaran bgt,1,2023-04-15 06:53:15
Cacat,1,2023-04-15 05:12:31
"Dengan adanya aplikasi tujuannya mempermudah akses pembuatan paspor, tapi kenapa ini aplikasi susah banget di buka jangankan utk daftar di buka aja susah, apa sistem nya belum siap atau gimana? Tolong dong di perbaiki supaya mempermudah",1,2023-04-15 03:19:36
"kode billing lama sekali di kirimnya, menurut saya terlalu berulang memasukan alamat, terus kita tidak bisa melihat kantor mana yang masih kosong sebelum isi data",1,2023-04-15 03:02:59
Sangat mudah digunakan,5,2023-04-15 01:47:43
gagal terus,1,2023-04-15 01:02:48
Sangat membantu sekali dengan ada nya aplikasi ini,5,2023-04-15 00:29:57
Hahw,1,2023-04-15 00:01:11
Eror terus,1,2023-04-14 21:16:44
Kow gak bisa bisa mendaftar. Eror TRUS. Udah berbulan-bulan kayak gini,1,2023-04-14 18:13:35
"Sama sekali tidak membantu, malah mempersulit, saya tidak bisa apload dokumen, ber x x saya ulang masih terus diminta, tapi tiada hasil... Anehhhh.... Oleh karena saya kadih 1 bintang saja...",1,2023-04-14 16:03:07
Kalah canggih sama pou 🤭🤭,1,2023-04-14 12:05:46
"Tidak dapat mendownload surat pengantar menuju kanim,tolong di perbaiki",3,2023-04-14 12:05:18
Sangat menghemat waktu,5,2023-04-14 11:00:18
"Mau bikin paspor biar kabur dari indo aja di persulit heran, buruan di perbaiki woi gua ga tahan sama negri wakanda ini",1,2023-04-14 10:49:31
"maaf, perlu banyak perbaikan",1,2023-04-14 10:23:17
Abis di update bukan tambah bagus malah tambah bermasalah..uda jauh2 ngisi data...pas langka ke 5 di data tambahan pemohon ga bisa di klik provinsi Dll nya..,3,2023-04-14 10:00:59
Mantap,5,2023-04-14 07:42:42
Percuma pakai aplikasi ini. kirim OTP sesuai aja masih gak mau masuk. berulang kali dicoba dan komplen ke bagian customer service sampai skrg gak ad respon dan tindak lanjut.,1,2023-04-14 07:38:01
"RIP app g guna, mempersulit iya , banyak jalur od jdinya🤌",1,2023-04-14 05:28:49
Tidak bisa diharapkan login tidak bisa milih tanggal penuh tolong dibagusin lah,1,2023-04-14 03:57:55
Sangat berguna aplikasi seperti ini,5,2023-04-14 03:36:46
"Aplikasih nya kurang bagus, kebanyakan eror/tidak menanggapi.",1,2023-04-14 02:31:17
"Bikin aplikasi ngawur biar anggaran negara keluar aja, tanggal gak bisa dipilih , aplikasi Formalitas",1,2023-04-14 01:40:42
Aplikasi nya sering error' dari pada normal nya,2,2023-04-14 00:53:09
Mantap aplikasinya. Hanya untuk ngeprint Bukti pembayaran tidak bisa,5,2023-04-13 22:05:04
Sering banget error' ga bisa buka aplikasi.... Hadeuhhhh,1,2023-04-13 21:47:35
"Ga ngerti lagi sama ini aplikasi, masa kualitasnya gini bgt, kemarin mau daftarin paspor aja ngulang berulang kali stepnya karna eror terus, pas uda bisa malah ga bisa download surat pengantarnya, masalahnya kan itu surat perlu dibawa waktu ke kantor imigrasi, lah klau ga bisa di download gimana mau ngeprintnya, tolong dong solusinya, app yg diperbaiki lagi kualitasnya, masalahnya ini kan penting gitukan kok gini sih, kecewa parah sih",1,2023-04-13 20:15:50
"Buruk sekali, aplikasi sekelas imigrasi kalah sama candycrush",1,2023-04-13 16:34:25
Mau urus paspor harus lewat aplikasi ini dulu sedangkan kuota pembuatan paspor tiap harinya full trs . Ke kantor imigrasi jg gk bisa . Ribet bgt,1,2023-04-13 15:38:28
Aplikasi tdk bisa pilih tanggal kedatangan,3,2023-04-13 15:11:58
Laknat,1,2023-04-13 13:37:34
aplikasi sampah,1,2023-04-13 12:35:58
niat bikin aplikasi gak sih? kok gak bisa dibuka mulu,1,2023-04-13 12:30:28
Gak niat,1,2023-04-13 12:08:20
"Baru download, mau bikin akun, gagal terus. Request time out teruss",1,2023-04-13 11:21:13
Connection closed terus nih,1,2023-04-13 09:28:44
Saya sudah berkali kali gagal karena kode billing tidak muncul saya tidak bisa membayar tiba tiba saja permohonan sudah hhangys. Saya mohon solusi nya,2,2023-04-13 08:42:08
Oke,5,2023-04-13 05:51:02
Aplikasi sering error meski jaringan internet bagus tetap tidak bisa masuk dan di gunakan mohon di perbaiki applikasi nya agar m-passport semakin baik kedepannya.,1,2023-04-13 05:21:02
"Aplikasi tolol sampah lawak, gaji doang gede, kinerja nol besar minus juga, APLIKASI SAMPAH TIDAK BERGUNA",1,2023-04-13 02:57:27
"Verfikasi gk di kirim"" melalui email...",1,2023-04-13 02:41:22
Aplikasinya sudah bagus tapi kuotanya selalu penuh. Mudah-mudahan kedepannya nanti kuota tidak selalu penuh lagi sehingga memudahkan orang dalam pembuatan paspor dan mengurangi calo.,4,2023-04-13 02:18:33
Cara download bukti pendaftaran gak bisa. Bagaimana ya min. Kok erorr trs,2,2023-04-13 01:54:27
Mengapa tidak bisa diakses Min? Ternyata apabila eror harus logout n login kembali. Makasih Min 🙏,5,2023-04-13 01:07:24
Aplikasi yg dibuat sama pemerintah gak ada yg bener. Sampah.,1,2023-04-13 00:20:06
"Gimana ni apk, pilih hari kedatangan di apk tersedia tapi dipilih jawabannya untuk kedatangan hr H tidak bisa diproses, masak apk NASIONAL kok seperti ini, jika tersedia seharusnya bisa proses, kalau memang tak bisa hr H, ditutup saja kuota hr H itu. SAYANG SEKALI",2,2023-04-12 22:51:28
"Aplikasinya sering error', jadi kudu uninstall trus install lagi biar kebaca normal. Ato di logout trs login lagi. Lebih bagus lagi klo ada update paspor kita lagi diproses sampe mana biar gak harus nunggu sampe bener2 4 hari gitu lah. Kan udah bayar online. Klo yg daftar via apk mungkin wajar aja. Klo udah daftar online kan udah pada bayar duluan, jadi klo bisa jadinya pun bisa lebih cepet dari yg bikin paspor offline.",4,2023-04-12 17:21:15
Aplikasi terburuk,1,2023-04-12 16:30:36
Wkwkwk. Jangan berharap lebih sama aplikasi pemerintah gais,1,2023-04-12 15:11:33
"aplikasi gagal, keseringan ganguan sistem jaringan tak layak menjadi syarat utama permohonan paspor,",1,2023-04-12 14:09:58
"Kenapa untuk login, untuk tes security chek nya tidak bisa disentuh ?",1,2023-04-12 13:36:07
Yg kerja IT nya kebanyakan ngocokk... Digaji mahal2 gk mampu perbaikin servernya. Masih hebat IT swasta.,1,2023-04-12 12:23:30
Mempersulit masyarakat,1,2023-04-12 12:12:28
"aplikasi sampah bener bener sampah,mau cari tempat susah semuanya,katanya dipermudah nyatanya di persulit banyak bertele tele.makan tuh duit gw,passport kaga dapat duit hangus",1,2023-04-12 12:08:01
"Tifak metikan hasil ketika saya coba gunakan buat paspor online. Banyak tombol dikelih tidak muncul yg dimaksud. Contohnya ketika suruh pilih provinsi sesuai KTP, tak ada respon.",2,2023-04-12 11:52:29
"Tolong di update lagi aplikasinya, susah bgt untuk memilih tanggal karena quota tidak dibuka terus, bukan nya mempermudah malah dipersulit",1,2023-04-12 11:20:24
No comen,5,2023-04-12 10:54:04
"Saya dh buat 5 pengajuan ko pas milih tanggal gabisa2 ya, ga ngerespon apa2 udh bolak balik uninstall",1,2023-04-12 10:17:01
ini seprtinya permainan pihak aplikasi dengan orang imigrasi supaya calo pembuatan passport berjalan teruusss.. tolonglah perbaiki sistem aplikasi nya...,4,2023-04-12 08:28:23
Gak bisa foto di hape baru,1,2023-04-12 08:27:52
Aplikasih tidak berguna Eror sepanjang masa... Mungkin yang buat otaknya lagi bug,1,2023-04-12 08:10:42
Alhamdulillah aplikasi ini menjadi salah satu wadah ujian kesabaran kita di bulan puasa ini.,1,2023-04-12 07:18:16
Ternyata bkn sy aja yg mau protes aplikasi ini... Wkwkwk... Memang pantas bintang 1 lah... Kasihan jd sy tambahin 1 bintang lagi... Wkwkwk...,2,2023-04-12 06:57:38
"Tidak bisa memilih provinsi Dll, sudah uninstal beberapa kali tetap tidak bisa. Mohon diperbaiki untuk bug seperti itu, sangat membuang waktu kami.",2,2023-04-12 06:24:13
Masih sering error .. Berulang kali atur jadwal tidak bisa . Indonesia,1,2023-04-12 05:55:09
"Aplikasi apaan ni, eror mulu perasaan",1,2023-04-12 05:07:30
Aplikasi buatan pemerintah kagak ada yang bagus,1,2023-04-12 04:17:35
Bener yang dibilang orang² disosmed,1,2023-04-12 04:12:32
"Yang bener lah bikin aplikasi, error' banyak gimana sih",1,2023-04-12 04:02:07
"Tolong diperbaiki lagi aplikasinya, sudah beberapa kali mau daftar paspor aplikasi selalu error",1,2023-04-12 03:33:09
"Aplikasinya bagus, sangat mempermudah mengurus paspor😁",5,2023-04-12 02:49:09
tolong kode biling pembayaranya kenapa blum muncul 1/2nit ni berjam2 nunggu belum muncul,5,2023-04-12 02:21:32
Luar biasa mempermudah membuat org jadi emosi,1,2023-04-12 01:33:58
Kenapa buat paspor kok mangkin ribet kalau belum siap aplikasinya jangan di dipaksain pakai aplikasi. Eror tiap hari. Mohon pelayanan di tingkatkan,1,2023-04-12 01:30:51
"Tidak membantu, sejak ada aplikasi ini perpanjang passport jadi ribet 1 bulan sya tdk dpt giliran / apps nya sering eror👎👎👎",1,2023-04-12 00:41:27
Berapaan sih biaya pembuatan aplikasi ginian? Tolong dong PPATK dan KPK untuk di cek🤣,1,2023-04-11 20:02:44
👎👎👎👎🚮🚮🚮🚮🚮,1,2023-04-11 19:22:50
"Aplikasi sulit dan buruk. Daftarnya isi data. Uda gt minta foto ktp kk dll. Uda krm sering error. Uda di acc masa minta di isi data lg, aneh bin ribet. Daftar berkali kali error. Uda sukses ehh kode ebiling nya delay pake banget, mana mbaking jg nggk bs transfer lagi. Waktu jg singkat. Kerjar omset emang.. jujur ini sangat mempersulit. Seharusnya aplikasi dibikin mudah ini malah sebaliknya",1,2023-04-11 18:26:00
Wow,1,2023-04-11 18:25:24
"Aplikasi pemerintah emang ga becus. Bilangnya digitalisasi tetep aja bisa dimainin. Antrian dibikin kosong, kalo mau langsung jadi harua lewat belakang",1,2023-04-11 16:00:32
Katanya dipermudah daftar online.. ini makin sulit daftarnya... aplikasi eror tidak bisa login... bolak balik logout login lagi...,1,2023-04-11 15:03:00
Mau upload data saja berat minta ampun,1,2023-04-11 14:23:02
Apk sampah gak jelas bukannya bikin mudah malah ribet,1,2023-04-11 13:21:34
"Parah memang aplikasi ini, udah bayar di pos tapi klo gak lolos wawancara di kantor imigrasinya uang yg di bayar hangus",1,2023-04-11 13:12:26
apk busuk sistem ruksak percuma lah apa lebih suka dipersulit di wakandamah,1,2023-04-11 12:19:21
"Jelek parah. Mau dinas jadi batal gara2 gabisa klik tanggal kedatangan. Udah coba di 3 hp, udah pake metode bersihkan cache, udah instal ulang 3 kali. Terus aku harus gimana ini!!!",1,2023-04-11 11:48:59
Mempersulit bukan mempermudah,1,2023-04-11 11:35:55
Aplikasi yang mempersulit bangett!!! Uda 2 bulan coba terus tapi tidak pernah berhasil Aplikasi ini tujuannya supaya WNI gak bisa keluar negeri atau apa ya?!! Tujuannya untuk karantina WNI ya?😪,1,2023-04-11 11:11:40
"aplikasi sampah, jangan... sytem Bobrokk",1,2023-04-11 10:58:50
"Untuk sebuah aplikasi yg kelas nya enterprise, terkesan abal-abal murahan. Apalagi sekelas lembaga pemerintahan.",1,2023-04-11 10:50:12
"Semakin murah harga server atau bandwitch maka semakin lola, apakah anggaran untuk aplikasi atau web pemerintah itu kecil bgt ya?? Heran bgt kalo aplikasi atau website punya pemerintah kok kalah jauh sama milik aplikasi jualan online. Maaf kalo salah, tp emang lemot , mending pake google form kayanya gratis.",1,2023-04-11 10:49:32
Mw komentar sdh di wakilin banyak orang...,1,2023-04-11 10:38:12
"Udah selesai input-input nungguin kode billing berkali"" di refresh sekitar 1.5 jam akhirnya ketiduran. Pas bangun, pengajuan udah gagal aja karena tidak melakukan pembayaran. Males lagi ngajuinnya, isiannya segambreng"". Kode billing ga jelas...",1,2023-04-11 10:35:06
Laaah gabisa didownload yang bener aja woi kalo gitu gausah nyuruh daftar di aplikasi -_-,1,2023-04-11 09:17:27
"Sudah kuduga.. Yang bermasalah memang aplikasinya ini.. Sudah bolak balik apply dari app, tapi selalu bermasalah.. Padahal waktu masih secara manual, pengurusan Passport sudah cukup mudah dab baik..",1,2023-04-11 09:10:04
"barusan bikin pasport, gileeeee udah ada M pasport ak mash antri + foto di kantor dari jam 9 pagi baru klwr jam 11.30. Masih harus balik lagi buat ambil pasport seminggu lagi. Bener2 g efisiensi waktu Kalau udah ada aplikasi online, offline nya gausah nggu lama2 dong",1,2023-04-11 08:28:38
"Kira2 mereka pernah makan bakso gak ya,,hanya pesulap merah yg bisa menjawab",1,2023-04-11 08:26:20
Kocak,1,2023-04-11 08:26:02
"Tolong dong pihak terkait, aplikasinya diperbagus.. masa setelah update malah jadi gak bisa dipake, kan kasihan masyarakat Indonesia yg ingin menggunakannya malah kena tekanan batin dan menyulitkan pelayanan",1,2023-04-11 08:24:22
Aplikasi jelek,1,2023-04-11 08:19:51
Aplikasi ga selesai,1,2023-04-11 08:04:59
Gak guna,1,2023-04-11 08:04:01
Lebih baik di depan sediakan dulu jadwal untuk kunjungannya. Ini udah isi data ternyata pas cek jadwal full semua jadi buang2 waktu!!,2,2023-04-11 07:55:07
"Sumpah ini aplikasi sampah banget, mau perpanjang aja nggak bisa muter-muter melulu, aplikasi negara sungguh luar biasa kocak.?",1,2023-04-11 07:46:18
"Sekelas aplikasi pemerintah apa gak bisa ya nyewa jasa professional untuk pengembangan aplikasinya? Kan anggarannya gede jadi harus dipake semaksimal mungkin dan Kenapa 1 hari ga bs selesai, harus hari berikutnya??",5,2023-04-11 07:44:26
"Aplikasi ga bermutu, susah amat upload dokumen dan kalo keluar dari page pendaftara buat urus hal hal lain suka malah kemulai dari awal. Sampah emang.",1,2023-04-11 07:40:45
Parah!!!,1,2023-04-11 07:28:40
"Bapak pernah kasih uang ke admin buat bayar listrik. Bukannya bayar listrik, uangnya admin belikan lotre yg hadiahnya mobil Innova. Sampe rumah admin jelasin ke Bapak kalo uang listrik udah dibelikan le lotre, seketika bapak ngamuk, admin digebukin sampe benjol & lebam. Besoknya Bapak bangun pagi & ketika buka pintu rumah, ada mobil Innova warna hitam parkir di dpn rumah. Bapak dan admin langsung nangis, tp admin nangisnya lbh kenceng. Ternyata Innovanya milik petugas PLN yang mau mutus listrik.",1,2023-04-11 07:27:09
HANYA SEGINI HASIL PENGEMBANGAN APLIKASI DARI UANG PAJAK?,1,2023-04-11 07:24:47
Aplikasinya belum siap atau gimana??,2,2023-04-11 07:19:50
Dapat kode otp selalu tidak valid,1,2023-04-11 07:14:28
"Ini aplikasi sengaja dibuat agar calo2 msih bisa bekerja. Jdwal selalu dibuat penuh, coba ke kantor langsung harus percepatan. Imigrasi indo parah. Dulu buat passpor sendiri gak sesusah ini. Aplikasi sampah",1,2023-04-11 07:11:22
"Sangat menyusahkan, sering eror, kacau, ngga jelas, tolong bagusin lagi",1,2023-04-11 06:26:20
Cukup membantu. Mohon di perbaiki kembali aplikasi nya sering time out,2,2023-04-11 06:14:22
"Pengajuan paspor pertama. Untuk aplikasi m paspor masih butuh banyak perbaikan, baik kecepatan, kelengkapan fitur dan update aplikasi yg Terjadwal. Beberapa syarat tidak di perlukan atau di hapus saja, seperti akta nikah karna tdk di butuhkan petugas. Hanya FC dan asli KTP, kartu keluarga, akta lahir/ijazah maksimal SMA, cetak bukti permohonan dan bawa materai 10.000. memakai baju sebaiknya memakai baju gelap.",2,2023-04-11 04:03:11
"Luar biasa rating 1 semua kebanyakan ckckckk...beda jauh sama aplikasi swasta. Ini pemerintah lo. Kok bisa kalah sama swasta. M paspor saya kira bagus ternyata tidak sesuai iklan, lelet, lemot, ngebug terus susahnya daftar. Kalau sistem belum siap tlg jangan dipublikasikan bikin malu rakyat sendiri. Pihak yg terkait tidak sanggup kerja bisa mundur. Lebih terhormat dari pada dipecat!!",1,2023-04-11 02:59:13
"Jelek ini aplikasi, masa masi baru buka eror terus.",1,2023-04-11 01:33:04
"Daftar akun baru tp email tdk valid, ada solusinya?",2,2023-04-11 00:58:41
"Untuk tanggal kehadiran kenapa ttp ga bisa di pilih ya, tertera 4 warna hijau, orange, pink dan putih tp hanya tertera warna pink yg kuota penuh tolong di perbaiki lg",1,2023-04-10 21:04:13
Apk eror ga bsa pake terus,1,2023-04-10 16:07:30
Sangat membantu namun terbilang lama,5,2023-04-10 15:29:08
"Kalau memang negara ini sedang berkembang dengan penggunaan IT dan aplikasi, dipermudah dong aplikasinya. Orang milih pakai aplikasi agar terhindar dari antrian, ini malah di aplikasi tak dapat antrian sama sekali.",1,2023-04-10 14:41:36
Ini bukan mudah malah di persulit apk eror ke kantor suruh pake apk .,1,2023-04-10 13:03:26
Aplikasi sering eror,1,2023-04-10 12:55:14
Bagus,5,2023-04-10 12:38:58
Telah beberapa kali saya mengisi data saya yg lengkap tp tetap tidak bisa di pakai aplikasinya. Ini saya kasih bintang 5 biar bisa di permudahkan.,5,2023-04-10 10:44:11
Mantap,5,2023-04-10 09:09:08
"Tolong dong diperbaiki bugs ini, setelah pembayaran selesai tp ga bisa download surat pengantar kanim.. Selalu banyak kendala dr proses billing dan pembayaran..",2,2023-04-10 08:55:27
"Pengalaman terbaik, dari pendaftaran paspor masukin dokumen di hari sabtu skitar jam 8.30 malam. Milih tanggal skitar 9 hari kemudian karena berhubung memang sy bisanya ditanggal itu. Kemudian nunggu billing code kira""10 menit. Langsung bayar. Dan 5 menit kemudian status pembayaran sudah terbayar. Cepat dan sangat membantu aplikasi ini. Terimakasih",5,2023-04-10 06:16:50
"sprtinya ini aplikasi main2 aj, timeout dan disuruh mencoba terus",1,2023-04-10 06:09:23
"Aplikasi sampah, sebelum nya masih bisa tekan tombol tanggal tapi ga bisa milih tanggal sama aja error Setelah di update tanggal sama sekali tidak bisa di tekan, bukan nya mempermudah malah mempersulit",1,2023-04-10 04:53:56
Susah banget,1,2023-04-10 04:34:48
Mantap,5,2023-04-10 03:45:10
Aplikasi macam ini yang di keluarkan Pemerintah.? Untuk pelayanan Masyarakat berbasis online.? Masa sih email saya di klaim tidak valid.. Ngawur aja sistem ini.,1,2023-04-10 03:44:43
Paspor reegulerny susah sklo dpt tanggal yg msih bsa di booking,1,2023-04-10 03:38:52
Saya minta tolong diperbaiki lagi kualitas aplikasi nya,1,2023-04-10 03:32:49
aplikasi taik semenjak update gak bisa klik tanggal kedatangan sama lokasi kantor imigrasi.. parah kali aplikasi nya,1,2023-04-10 03:28:16
"sangat sangat buruk sekali, selalu rusak tiap hari, ada saja bug-nya, dana kurang kah? KURANG BANYAK YG DIKORUPSI? saya do'akan pihak pihak yg menyalahgunakan kekuasaan dengan mengambil yg bukan haknya, Allah jadikan ia dan keluarganya penuh dengan kehinaan dan tiada puas berkesudahan akan uang haram dan panas, sehingga matipun dengan cara yg mengenaskan.. Aamiin Allahumma Aamiin..",1,2023-04-10 03:26:55
Sekelas imigrasi bikin aplikasi ampas bgt sering gangguan,1,2023-04-10 03:26:12
Tolong apk di perbaiki bukannya mempermudah malah menyusahkan masyarakat,1,2023-04-10 01:51:38
Payah aplikasi ini bukanny mempermudah malah mempersulit dengan banyaknya kendala error dan sebagainya,1,2023-04-10 01:46:51
Gak pernah ada kuota jadwal nya merah semua hahaha kacau x aplikasi,1,2023-04-10 01:03:53
Kemaren error' mulu.. skrg gak bisa pilih lokasi.. gak bs pilih tanggal.. ampun dah,1,2023-04-10 01:01:12
Gk bisa dibuka.. sllu coba ulangi...pdhl koneksi bgus.. Dn sdh diupdate pula.,1,2023-04-09 22:20:42
"Aplikasi jelek, kode billing ga jelas keluarnya lama, ada waktu expired. Pertanyaan pendaftaran terlalu banyak, data yg sdh masuk tiba-tiba hilang ga jelas. Ngga pro",1,2023-04-09 19:12:35
"Aplikasi sangat menyusahkan! Awal pendaftran eror , setelah kelar pendaftran . Aplikasi ga dibuka eh log out error sendiri&gue lupa pasrwd pas mau ubah sandi masukin email,tulis kode OTP padahal udh bener dibilang ga valid! Tgl 13 april 2023 gue mau perpanjang paspor! Gimana dong ini, ngeselin banget sumpah!",1,2023-04-09 16:09:11
"App bodoh dan dungu ga respeck ,bangke",1,2023-04-09 12:17:00
Aplikasi sering lambat. Pilih jadwal gk bisa2,1,2023-04-09 11:30:51
"Cukup membantu. Msh ada Error, berhenti pada step 7/8",3,2023-04-09 10:12:41
"Buusuuuk, tanggal selalu penuh kayanya kuota sudah di borong sama calo",1,2023-04-09 08:54:46
Sangat mengecewakan. Percuma di dowload kalau tidak bisa digunakan,1,2023-04-09 08:48:34
Saat menentukan lokasi error gimana,4,2023-04-09 07:45:19
"Aplikasi selalu eror, kode billing ga langsung muncul, dikit2 expired. Keseringan loading saat mau daftar. Kenapa susah sekali pake aplikasi ini?",1,2023-04-09 07:13:39
Error teruss pantang mundurrr,1,2023-04-09 04:30:19
"Sangat buruk, aflikasi yg mempersulit masyarakat, Gara2 buat akun mpaspor gak masuk2, emosi meningkat,",1,2023-04-09 03:43:44
"Pada langkah ke 5/8 Menu scroll provinsi ,Kabupaten, kecamatan tidak bisa di akses...padahal menu wajib diisi...akhirnya g bisa lanjut ke langkah selanjutnya Mohon segera di perbaiki",1,2023-04-08 23:11:05
"Sudah instal sebulanan. Tapi selama itu juga error kenapa ya?? Tolong segeran di perbaiki saya ja aplikasinya, mau buat pospor jadi lama banget‼️",1,2023-04-08 21:39:02
Lumayan baik,5,2023-04-08 16:51:51
"Kalau memang aplikasi ini untuk mempermudah masyarakat, tolong kualitas aplikasinya diperbaiki terlalu sering eror",2,2023-04-08 12:01:17
"Saya sudah mendaftar, membayar dan mendapat jadwal untuk penggantian paspor saya. Tapi saya tidak bisa mendownload surat pengantar menuju KANIM yang ada di aplikasi, sementara surat itu wajib dibawa saat datang ke MPP. Saya sudah email imigrasi tapi juga ga ada balasan, dan di aplikasi ga ada info untuk cari solusinya.",3,2023-04-08 07:15:18
"Sering timeout, harus segera diperbaiki.",1,2023-04-08 07:14:47
Entah negara macam apa ini dalih dalih menggunakan teknologi tapi tidak mempermudah aplikasinya busuk ntah paspor lah syahbandarlah perbankan lah Ktp lah,1,2023-04-08 05:56:24
"Terlalu sering error, pastikan terlebih dahulu sistem pengoperasian Aplikasi M-Paspor ini sudah berjalan baik sebelum mengharuskan masyarakat menggunakannya!.",1,2023-04-08 05:28:24
Aplikasi sering eror.. tujuannya si mempermudah tapi yang ada malah makin sulit dan repot,1,2023-04-08 01:05:17
"Aplikasi jelek, tidak berfungsi dgn semestinya",1,2023-04-07 22:08:19
"Tolong di upgrade dan diperbaiki bug nya, masak waktu memilih tanggal tidak bisa padahal koneksi lancar. Ayolah IT imigrasi harusnya orang top semua",1,2023-04-07 16:25:37
Ga jelas banget nih aplikasi. Mw daftar buat hari senin mala ga kebuka bukaa di aplikasi. Aseem,1,2023-04-07 15:45:40
Aplikasi tambah gak jelas tambah jelek aja serba susah udah isi formulir ttp qja gak bisa padahal semua udah sama dengan di ktp,1,2023-04-07 09:26:22
Sudah berulang2 masuk untuk membayar biling tetapi tertulis trus kode biling sdh kadaluarsa,1,2023-04-07 06:59:59
Kayak eek kucing,1,2023-04-07 04:08:48
"Aplikasi tolol, jelek bgt minimal bisa manual lah kalo aplikasi nya sering down gini, sok sok an mau digital semua aplikasi aja jelek begini",1,2023-04-07 02:50:40
"disuruh WAJIB mencetak surat pengantar namun diunduh saja filenya tidak bisa bagaimana mau dicetak, tolong diperbaiki",1,2023-04-06 21:02:46
"Developernya kurang masuk akal, sudah input dan upload, ngisi tanggal kedatangan kuota 0 tidak bosa system waitinglist sehingga tdk bisa submit aplikasi",2,2023-04-06 20:57:00
