Review,Rating,Date,Translated_Review
Aplikasi HAU HAU!!!,1,2023-01-30 13:56:15,THIS APP!!!
"Lama banget, udah gitu error mulu",1,2023-01-30 13:54:51,"It takes so long, and it keeps giving errors"
Jelek,1,2023-01-30 13:50:23,Signs
Masih tidak bisa melakukan registrasi akun baru,1,2023-01-30 13:49:23,Still can't register a new account
"Aplikasi buruk, disuruh daftar lwat aplikasi malah allikasinya buruk",1,2023-01-30 13:42:57,"Bad application, asked to register via the application but the application is bad"
Sangat buruk,1,2023-01-30 13:27:51,Very bad
Aplikasi burik.. busuk.. lemott.,1,2023-01-30 13:24:59,The application is crappy.. rotten.. slow.
"Ampe mau di banting loh hp ini,ini apk nya soak banget mata ampe juling dbuat nya... Tinggal selangkah lg ehh malah loading seharian busyet dech,gimana pula bisa buat LBH mudah klo kyk gni dibuat ny,",1,2023-01-30 13:21:10,"I want to smash this phone, this apk is so eye-watering that I squint to do it... There's only one step left, even loading all day is busy, how can I make LBH easy if it's made like this,"
"Lelet nya kebangetan udah kaya jaringan edge muter muter terus, parah sih ini aplikasi bukanya mempermudah tapi malah bikin naik darah.",1,2023-01-30 13:12:37,"It's so slow, it's like an edge network that keeps going round and round, this application is really bad, instead of making things easier, it actually makes your blood pressure rise."
"Milih jadwal ga penuh terus, aplikasinya Lemot banget Pak Tolong diperbaiki!!!!",1,2023-01-30 13:10:23,"I keep choosing a schedule that isn't full, the application is really slow, sir. Please fix it!!!!"
Alih2 mempermudah masyarakat malah mempersulit. Jaringan oke email oke semua ok tapi tiap daftar akun eror. Udah coba dari 5 hp eror terus.. coba tengah malam pun eror terus. Datang ke kantor langsung tidak dilayani sama sekali. Parahhhhhh!!!,1,2023-01-30 12:50:55,"Instead of making it easier for the public, it actually makes it more difficult. The network is okay, email is okay, everything is okay, but every time I register an account, there is an error. I've tried it on 5 phones, it keeps erroring. Even in the middle of the night, it keeps erroring. Coming directly to the office, I was not served at all. Terrible!!!"
Terbaik kbri,5,2023-01-30 12:45:43,Best embassy in bri
Kenapa gkbsa daftar yah,1,2023-01-30 12:36:27,Why can't I register?
"Lelet sekali, aplikasi yang tidak mempermudah masyarrakat,gagal terua",1,2023-01-30 12:35:10,"It's so stupid, an application that doesn't make things easier for the community, it's a big failure"
Aplikasi buruk,1,2023-01-30 12:32:14,Bad app
Sering ngadat,3,2023-01-30 12:24:31,Often crashes
"Mengecewakan,Sangat Tidak Memudah kan, Di halaman IG nya Di buat "" Di buka Kuota M Paspor"" begitu mau Proses mau milih Lokasi ambil paspor aja Loading terus sampai Request Time Out, Saran Saya Bagus seperti Dulu Antrian di tempat tanpa Harus Seribet ini, Orang² juga butuh Cepat buat paspor baik Urusan pekerjaan,Liburan. Aplikasi ini untuk apa di buat kalau tidak bisa Di Akses?? bagus Tiadakan saja !!!",1,2023-01-30 12:15:40,"Disappointing, It's Not Easy, Right? On the IG page, it says ""M Passport Quota is Opened"" when you want to process, just choose the location to pick up the passport, it keeps loading until the Request Time Out, My suggestion is that it's good like the old days, queuing at the place without having to be this complicated, people also need to make passports quickly, both for work and vacation. Why was this application created if it can't be accessed? It's good, just get rid of it!!!"
"Aplikasi nya lelet, ada bug nya",1,2023-01-30 12:11:14,"The application is slow, there are bugs"
subhanallah sekali leletnyaaa,1,2023-01-30 12:07:39,"Subhanallah, it's so good"
"Anjrit bgt ni apk.. lemot, ga jelas, ga bs login..kesel bgt gw buang2 waktu dan tenaga",1,2023-01-30 11:59:10,"This app is really annoying.. it's slow, unclear, can't log in.. I'm really annoyed that it's wasting time and energy."
Aplikasi perlu banyak di benahi sangat lemot dan ngelag. Saya pilih wawancara tgl 2 tiba tiba berubah menjadi tgl 30 karena ngelag. Hasil nya hangus biaya buat paspor 700k Terimakasih aplikasi nya,1,2023-01-30 11:50:49,"The application needs a lot of fixing, it is very slow and laggy. I chose the interview on the 2nd, but suddenly it changed to the 30th because it was laggy. The result was a loss of 700k for the passport. Thank you for the application."
"kalau gak kuat aplikasi nya jgn maksa prosedur spt ini, ribet banget loading dari pagi sampai malam tetap aja gak bisa,,",1,2023-01-30 11:39:44,"If the application is not strong enough, don't force a procedure like this, it's really complicated, loading from morning to night still doesn't work."
Aplikaasi nggak jelas. Kita buru² mau perpanjang paspor malah dipersulit lewat daftar online. Mau login aja nggak bisa² sampai request time out. Dicoba berkali² dari pagi samapai tengah malam nggak bisa². Bukan nya mempermudah malah buat orang susah. Kalo kata² saya ada yg kasar dimaklumi karna kesel saya lebih besar,1,2023-01-30 11:34:14,"The application is unclear. We are in a hurry to renew our passports but it is complicated through online registration. Even if we want to log in, we can't until we request a time out. Tried many times from morning until midnight, it doesn't work. Instead of making it easier, it makes it difficult for people. If I say something rude, please understand because my annoyance is greater"
Aplikasi servernya sangat kurang cepat dan kadang tidak merespon..,1,2023-01-30 11:29:43,The server application is very slow and sometimes does not respond.
Aplikasi error. Muter3 melulu.,1,2023-01-30 11:29:21,Application error. Keeps spinning.
Aplikasinya lama banget :',2,2023-01-30 10:54:59,The application is taking so long :'
"Semoga bisa di tingkat kan lagi performanya sering time out, agar bisa melayani masyarakat dengan baik.",1,2023-01-30 10:46:27,"Hopefully, the performance can be improved again, especially after frequent time outs, so that they can serve the community well."
Daftar aja 1 jam... Itu juga masih kagak bisa,1,2023-01-30 10:38:17,Just register for 1 hour... That's still not possible
"Sebenernya ini aplikasi berguna ga sih. Login aja gabisa loh. Perbaiki lagi deh. Jadi mempersulit orang, malah udah bayar. Gimana mau download berkas sesudah bayar, padahal harus dibawa berkasnya karena disuruh print",1,2023-01-30 09:52:49,"Is this application actually useful? I can't even log in. Fix it again. It makes things difficult for people, and they've already paid. How can you download files after paying, when you have to bring the files because you're asked to print them?"
"DEVELOPER G LULUS S1 IT, SOK BUAT APLIKASI KATANY MAU MEMPERMUDAH, INI MALAH MEMPERSULIT, UD GITU TIAP KALI KELUAR APK KOK LGSG KE LOG OUT AKUNNYA, DATANYA JUGA HILANG, BUKANNYA MEMPERCEPAT MALAH MEMPERLAMBAT HABIS PAKET, TENAGA, PIKIRAN HANYA DEMI BISA LOGIN KE APLIKASINYA LAGI! SEBELUM DIPUBLISH DICEK DLU NAPA APLIKASINYA, DITES DITES GITU KEK JANGAN LANGSUNG MAIN PUBLISH TRUS SURUH RAKYAT NGIKUTIN, BUAT CAPEK AJA!!!",1,2023-01-30 09:43:22,"DEVELOPER G HAS GOT A BA in IT, PRETENDING TO MAKE THE APPLICATION, SAYING TO MAKE IT EASIER, THIS ENDS UP TO MAKE IT DIFFICULT, SO EVERY TIME YOU LEAVE THE APK, YOU IMMEDIATELY LOG OUT OF YOUR ACCOUNT, YOUR DATA IS ALSO LOST, INSTEAD OF SPEEDING UP, IT SLOWS DOWN YOUR PACKAGE, ENERGY, AND MIND JUST TO BE ABLE TO LOG IN TO THE APPLICATION AGAIN! BEFORE PUBLISHING, CHECK THE APPLICATION FIRST, TEST IT, TEST IT LIKE THAT, DON'T JUST PUBLISH IT AND THEN TELL THE PEOPLE TO FOLLOW IT, IT'S JUST TIRING YOU OUT!!!"
4 jam loading terus... Gak heran sih kalau Indonesia,1,2023-01-30 09:39:53,4 hours of continuous loading... No wonder Indonesia
Tolong diperbaiki agar aksesnya lebih cepat,1,2023-01-30 09:33:06,Please fix it so that access is faster
"Pengalaman buruk saya alami menggunakan aplikasi m-paspor. Sulit sekali masuk aplikasi. Karena diwajibkan menggunakan aplikasi, maka hal ini merepotkan pengguna. Sebaiknya permohonan manual tetap dilakukan jika mengalami kesulitan menggunakan aplikasi sehingga pelayanan kepada masyarakat pengguna cepat dilakukan. Terimakasih",1,2023-01-30 09:30:08,"My bad experience using the m-passport application. It is very difficult to enter the application. Because it is mandatory to use the application, this is inconvenient for users. It is better to still make a manual request if you have difficulty using the application so that service to the user community is carried out quickly. Thank you"
"Ga usah persulit orang2 yang mau bikin paspor, login aja ga bisa",1,2023-01-30 09:26:57,"Don't make it difficult for people who want to make a passport, they just can't log in"
"Sekelas aplikasi negara. Bisa buruk seperti ini. Anggaran di proposal bahwa harga aplikasi 1 M. Kenyataannya, aplikasinya seperti ini.",1,2023-01-30 09:13:03,"A class of state applications. It can be bad like this. The budget in the proposal that the price of the application is 1 M. In reality, the application is like this."
Mau daftar aja susah banget innalilahi... Mau sekenceng apapun kalo aplikasinya indo ttp aja di persulit...ga pernah bisa 24 jam sama aja klo dateng di tempat ribetnya. Di atas jam 3 ga bisa ngapa²in mirip orang dungu nungguin loading aplikasinya,1,2023-01-30 09:12:56,"It's really hard to register... No matter how fast the application is done, it's complicated... I can't do 24 hours even if I come to the complicated place. Above 3 o'clock I can't do anything like a stupid person waiting for the application to load"
Aplikasi sangat lembot... gc berguna,1,2023-01-30 09:10:07,Very slow app... gc is useless
"Lemot parah, kaya gini playanan apknya",1,2023-01-30 09:07:35,"It's really slow, this is how the apk works"
"Lemot, susah di Billing nya",1,2023-01-30 08:48:28,"Slow, difficult to Bill"
"Mohon diperbaiki aplikasinya, lambat dan eror ketika di upload data. Thx",1,2023-01-30 08:46:15,"Please fix the application, it is slow and error when uploading data. Thx"
Aplikasi setengah hati,1,2023-01-30 08:24:38,Half-hearted application
"Saya ksh bintang 1 alasannya app lemot bngtttttttt cmn ngestak d lembaran k 4!! Mau jaringan seberapa kuat? Hello tolong d perbaiki dong Bikin paspor aja udh d persulit, jgn bikin tambah sulit lg dri app ny dong Udh bayar dlu pas k sana d persulit Bikin lg buat ortu saya malah lemot app ny Gunannya app ini apa sih Ngantri jg sama aja gk ad beda ny sama antrian biasa Berikan pelayanan yg terbaik dong buat masyarakatnya jgn cmn tau ny makan uang rakyat doang melaui prosedur kyk gini, ribet",1,2023-01-30 08:12:00,"I gave it 1 star because the app is so slow, it only prints on a sheet of paper 4!! How strong do you want the network to be? Hello, please fix it. Making a passport is already difficult, don't make it even more difficult from the app. I've already paid for it when I go there, it's complicated. Making it again for my parents, the app is slow. What's the use of this app? Queuing is the same, no difference from regular queues. Provide the best service for the people, don't just think about eating people's money through procedures like this, it's complicated"
"Ini aplikasi belum layak jika digunakan untuk layanan masyarakat, masih banyak yang harus diperbaiki",1,2023-01-30 08:08:26,"This application is not yet suitable for use as a public service, there are still many things that need to be fixed."
"Aplikasinya jelek banget, error terus, mau pilih tanggal/kuota harian.... muter-muter terus. Pakailah penyedia aplikasi yg bagus, ayoooo..di perbaiki segera. Klu berhasil dapat kuota, saya kasih bintang 5",1,2023-01-30 08:06:42,"The application is really bad, it keeps erroring, trying to choose a date/daily quota.... it keeps going round and round. Use a good application provider, come on... fix it soon. If you succeed in getting the quota, I'll give it 5 stars"
"Gileeee,gileeee, kode verifikasi hanya 3 menit , aplikasi nya masih tetap buffering gak ke kotak isi kode , timed out terus , OMG 🙈 sungguh2 menguji kesabaran",1,2023-01-30 08:02:07,"Gosh, gosh, the verification code only takes 3 minutes, the application is still buffering and not entering the code box, it keeps timing out, OMG 🙈 it really tests my patience"
"Belum memasuki bulannya malah nomor antrian sudah habis, untuk wilayah cirebon, memang pungli sudah sangat banyak dan meresahkan",1,2023-01-30 08:01:06,"It's not even the month yet and the queue numbers are already finished. In the Cirebon area, extortion is indeed very high and disturbing."
"Aplikasi berak sekebon leletnya minta ampun,sistem error melulu padahal aplikasi milik negara kalah jauh sama aplikasi ojol.OTP masuk selalu lebih dari 3 menit sedangkan OTP hanya berlaku 3 menit.Ini lah mekanisme negara kita,biar kita dongkol ujung ujungnya melalui calo.Sang calo berseragam bisa cepat tanpa Antrian online cukup bayar lebih aja di kantor.UUD""ujung ujungnya duit.",1,2023-01-30 07:58:04,"The application is so slow that it is unbearable, the system is always in error even though the state-owned application is far inferior to the ojol application. The OTP always takes more than 3 minutes to enter while the OTP is only valid for 3 minutes. This is the mechanism of our country, even though we are annoyed, it ends up going through brokers. The brokers in uniform can be fast without online queues, they just pay more at the office. The UUD ""ultimately money."""
Stress saya makai aplikasinya.. sudah pilih tanggal dan submit asik request time out..,1,2023-01-30 07:54:40,I was stressed using the application.. I had chosen the date and submitted the request for a time out..
"Mo daftar aja gak bsa, gnana mo ambil tiket antrian",1,2023-01-30 07:37:38,"I can't even register, how can I get a queue ticket?"
"Mbok Yo di perbaiki lagi aplikasinya untuk mempermudah masyarakat. Kami sudah kesana disuruh online, pas online aplikasinya ga berfungsi sama sekali piye ?",1,2023-01-30 07:32:55,"Mbok Yo, please fix the application again to make it easier for the public. We've been there and were told to go online, but when we go online, the application doesn't work at all, what should we do?"
Jelek..,1,2023-01-30 07:21:03,Signs..
Aplikasi eror terus. Pelayanan publik payah,1,2023-01-30 07:13:13,Application keeps crashing. Public service sucks
"Disuruh untuk daftar online ehh tapi di sediakan aplikasi yang masih GK jelas ini, tolong dong di perbaiki biar pelayanan juga lancar tanpa kendala RTO terus setiap pengajuana",1,2023-01-30 07:10:31,"I was told to register online, but they provided an application that is still not clear. Please fix this so that the service runs smoothly without any RTO problems every time you submit an application."
"Ini parah...parah...ini parah.... Tidak sesuai Jargonnya Anti Ribet, yg jelas ribetnya gak tahan, masa aja pengen daftar akun musti diulang 7kali, padahal sudah sesuai s&k dalam penulisan password, setelah dapat kode verifikasi di email, masuk login, sebelum bisa masuk ada security verifikasi berupa puzzle, kagak bisa di klik apa² puzzle nya, keburu abis waktu yg diberikan 3 menit dalam email verifikasi, coba Mimin sebelum di umumkan ke masyarakat luas diadakan dulu percobaan analisa yg benar ah",1,2023-01-30 07:06:22,"This is bad...bad...this is bad.... It doesn't match the Anti-Complicated Jargon, what is clear is that the hassle is unbearable, how come you want to register an account you have to repeat it 7 times, even though it is in accordance with the terms and conditions in writing the password, after getting the verification code in the email, you log in, before you can enter there is a security verification in the form of a puzzle, you can't click on any of the puzzles, the time given for 3 minutes in the verification email has run out, try Mimin before announcing it to the wider community, do a proper analysis trial first"
Aplikasi nya parahhhhhhh..perlu di audit ini siapa yg mendevelop apklikasi ini..mending gue hapus apk nga jelas ini,1,2023-01-30 07:05:29,The application is terrible..it needs to be audited. Who developed this application? I'd rather delete this unclear apk.
"aplikasinya lelet, sangat tidak efisien. tolong di perbaiki",1,2023-01-30 06:41:58,"the application is slow, very inefficient. please fix it"
Apk ny bagus simpel dan mudah 😌,5,2023-01-30 06:28:19,"The apk is good, simple and easy 😌"
kalau belum siap dengan digitalisasi gak usah memaksakan... saya download apk ini untuk keperluan pengurusan paspor... sudah datang kekantor imigrasi katanya harus daftar dulu lewat apk ini... mau log in sama masukin kode OTP nya lemotnya minta ampun... sementara di email kode OTP ada keterangan berlaku cuma 3 menit sedangkan loadingnya 15 menit kadang baru muncul kadang RTO... sinyal bagus sudah gonta ganti lokasi jg sama... tolong diperhatikan lagi bukanya mempermudah justru memperlambat...,1,2023-01-30 06:16:51,"if you are not ready for digitalization, don't force it... I downloaded this app for passport processing purposes... I went to the immigration office and was told I had to register first via this app... I wanted to log in and enter the OTP code but it was so slow... while in the email the OTP code was stated to be valid for only 3 minutes while the loading time was 15 minutes, sometimes it just appeared, sometimes it was RTO... the signal was good and I changed locations too... please pay attention again, instead of making it easier, it actually slows it down..."
"Apply Dari jam 9 pagi sampai skrg tetap tak bisa Dan error,memank ujung2nya hanya calo yang bisa..kapan sistem di Indonesia bisa maju kalau bnyk kecurangan Dan diharuskan calo begini",1,2023-01-30 06:11:26,"Apply From 9 am until now it still doesn't work and there is an error, so in the end only brokers can do it... when will the system in Indonesia be able to progress if there is so much cheating and brokers are required to do this?"
Aplikasi tidak bergunaa setangggg,1,2023-01-30 05:57:55,The app is useless at all
aplikasi apaan ini ????? aplikasi sampah. gak guna. daftat akun aja gabisa,1,2023-01-30 05:46:39,what is this application????? trash application. useless. can't even register an account
"Susah bgt app ini, muter terus endingnya timed out. Pejabat2 / pemerintahan sudah coba belum ini app? Malu2in nih app nya",1,2023-01-30 05:42:58,"This app is really hard, it keeps spinning and ends up timing out. Have officials/government tried this app? This app is embarrassing."
"Kenapa email tidak valid terus, mana lemot parah lagi huft",1,2023-01-30 05:40:43,"Why is the email always invalid, and it's really slow, huft"
"Lola, upgrade lah aplikasi nya, susah kali mau masuk ke apk nya, loding lambat buat paspor aja harus online, gk bisa offline lagi kalau pun bisa byar nya 3x lipat",1,2023-01-30 05:33:41,"Lola, upgrade the application, it's hard to get into the apk, loading is slow, even for a passport you have to be online, you can't go offline anymore, even if you can, you have to pay 3 times as much"
Aplikasi sampah.... Mau mendaftar pertama saja sudah error ..,1,2023-01-30 05:23:19,Trash application.... Just trying to register for the first time already gives an error..
Lemot mot mot...,1,2023-01-30 05:07:36,Lemot against against...
Tidak bisa diakses,1,2023-01-30 05:04:05,Not accessible
Ini mau perpanjang pasport aja susah... Tolong lah.. apa ini yg namanya melayani.. apk susah di akses.. ke kantor harus antri lewat apk ..,1,2023-01-30 04:52:48,It's hard to renew my passport... Please help... Is this what you call service? The app is hard to access... You have to queue via the app to go to the office.
Apps yg sangat lemot. Ampun deh makin mempersulit yg ada. Bukan mempermudah,1,2023-01-30 04:46:38,"Very slow apps. Oh my gosh, it makes things even more difficult. Not easier."
Susah sekali lakukan verifikasi. Aplikasi mohon ditinjau dan diupgrade,4,2023-01-30 04:46:13,It's very difficult to verify. Please review and upgrade the application.
"Salah satu contoh menghasbiskan anggaran negara. Mau buat Aplikasi Android, ngikuti Trend, tapi menunjukan keGoBLokan sendiri.",1,2023-01-30 04:43:10,"One example of wasting the state budget. Want to make an Android application, follow the trend, but show your own stupidity."
Aplikasi ini tidak bisa di pakai. Tlg di perbaiki,1,2023-01-30 04:37:16,This application cannot be used. Please fix it.
"Ga jelas, bobrok sistemnya Lama banget loadingnya",1,2023-01-30 04:30:11,"It's not clear, the system is broken. It takes a long time to load."
Aplikasi ribet..buka log in macam pecah perawan..susah,1,2023-01-30 04:13:59,Complicated application..opening and logging in is like breaking a virgin..it's difficult
"Mna ni developernya nyaut kek bisu banget pemerintah aplikasi dh lelet orng"" Uangnya di makan gmnasih kinerja lu",1,2023-01-30 03:48:29,"Where is this developer who said that the government is really quiet, the application is slow, people are eating their money, how is your performance?"
"apk samvah sangat tidak membantu , berulang kali daftar gak bisa. Server error mulu",1,2023-01-30 03:22:43,"apk samvah is very unhelpful, repeatedly registering can't. Server error always"
Aplikasi mpaspor mgkin langkah utk mempermudah pembuatan pasport. Namun krn jadwal dan waktu pembukaan kuotanya yg terbatas sehingga agak sulit di pilih tgl kunjungannya.,1,2023-01-30 03:09:04,"The mpaspor application may be a step to make it easier to make a passport. However, because the schedule and opening time of the quota are limited, it is rather difficult to choose the date of the visit."
"Sering stuck, loading lama wkwkwkw Sgt membantu",1,2023-01-30 02:53:23,"Often stuck, long loading time hahaha Very helpful"
Hadehhhh lemot...,1,2023-01-30 02:47:20,"Oh my, it's so slow..."
Sekolah dimana sih yg bikin aplikasi.. Memudahkan dr mana dibuka aja loading trus,1,2023-01-30 02:28:40,"Which school made the application? It makes it easy, just open it and it loads."
tolong segera diperbaiki sistemnya saya gabisa buat akses untuk proses pasport,4,2023-01-30 02:25:03,"Please fix the system immediately, I can't access the passport process"
Aplikasinya susah di aksesya min agak lelet,1,2023-01-30 02:23:21,"The application is difficult to access, but it's a bit slow"
Apk cacat muter terus gk bisa dibuka Mempermudah rakyat? Yg ada makin susah rakyat apk aja gk bisa di buka Nomor antrian gk pernah hijau pdhl kantor nya sepi sok sibuk?,1,2023-01-30 02:05:04,"The apk is defective, it keeps spinning and can't be opened. Making things easier for the people? What's happening is that the people are having more trouble. The apk can't be opened. The queue number is never green even though the office is quiet and pretends to be busy?"
"Harus dafar online, bagian mau daftar online ga bisa error, tidak valid, padahal email baru nomor baru, jd bingung harus gmna ?????? Offline ga bisa, online ga bisa, jd harus apaa ?????????????",1,2023-01-29 23:46:36,"Have to register online, the part about registering online can't, error, invalid, even though the new email is a new number, so confused about what to do?????? Offline can't, online can't, so what should I do?????????????"
Aplikasi gak support,1,2023-01-29 23:39:41,Application not supported
Mudah dalam penggunaannya,5,2023-01-29 12:55:34,Easy to use
Ok,5,2023-01-29 10:30:23,Ok
Kurang bagus lelet,1,2023-01-29 07:56:31,"Not good, slow"
"Lemot.. ERROR terus menerus saat klik lokasi pembuatan paspor, klik peta aja ngga bisa juga.. Tim ITnya perlu diganti..",1,2023-01-29 07:07:59,"Slow.. Continuous ERROR when clicking on the passport creation location, even clicking on the map doesn't work.. The IT team needs to be replaced.."
Sudah seminggu mau dptin kuota yg tersedia gk dapat². Katanya mempermudah masyarakat. Gk taunya malah mempersulit. Padahal cuma mau memperpanjang pasport. Contoh tu negara lain..memperpanjang pasport cuma butuh waktu 5 menit selesai. Parahhh...!!!,1,2023-01-29 06:29:43,"It's been a week trying to get the available quota but I can't. They said it would make it easier for the public. It turns out it actually makes things more difficult. Even though I just want to extend my passport. For example, other countries...extending a passport only takes 5 minutes to complete. Seriously...!!!"
Kenapa aplikasi eror kami mau buat sendiri papsort jadi sulit dan terpaksa bikin dengan calo,1,2023-01-29 03:25:42,Why is our application error? It's difficult to make our own papsort and we are forced to do it with a broker?
"Tidak bisa mengajukan permohonan dtaa, server error.",1,2023-01-29 01:55:28,"Unable to submit data request, server error."
"Gak jelas imigres3n kalau pake calo 2 hari selesai kalau datang sendiri disulitkan , Banyak terjadi pelanggaran pegawai imigresen, Kpk co cek seluruh kantor imigresen",1,2023-01-28 12:23:16,"It's not clear about immigration, if you use a broker, it will take 2 days to complete, if you come yourself it will be difficult, there are many violations by immigration officials, the Corruption Eradication Committee (KPK) is checking all immigration offices"
"Setelah dibayar pdf ga bisa didownload, ga ada pemberitahuan ""kalau gabisa didownload, maka yg diprint screenshot-nya"", kalau kayak gini mending gausah pake pdf lah, pake screenshot saja. Dibagian persyaratan tidak diberitahukan kalau ijazah harus yg ada nama orang tua, jadi banyak yg keliru, aplikasi ga membantu",1,2023-01-28 10:48:48,"After paying, the PDF cannot be downloaded, there is no notification ""if it cannot be downloaded, then the screenshot is printed"", if it's like this, it's better not to use the PDF, just use the screenshot. In the requirements section, it is not stated that the diploma must have the parents' names, so many people are mistaken, the application does not help"
Apk lemot asli mau download bukti pembayaran aja segala ngga bisa,1,2023-01-28 10:00:58,"The original apk is slow, I can't even download proof of payment"
"Yang bikin aplikasi ini masih baru belajar programming 3 hari pasti, udah bener-bener pakai web aja kayak dulu, sok-sokan migrasi ke aplikasi, ini aplikasinya sangat BUSUK, memang sih SETIAP aplikasi/web pemerintahan selalu busuk.",1,2023-01-28 09:54:10,"The person who made this application must have only been learning programming for 3 days, they are really just using the web like before, pretending to migrate to the application, this application is really ROT, indeed EVERY government application/website is always rotten."
"Loading aja terus lokasi ny sulit di ganti 🤦 Parah parah gk ada juga bilang segera dibayar , pas buka mau liat antrian sudah kadaluarsa aja🤦🤦",1,2023-01-28 08:11:44,"It just keeps loading and the location is hard to change 🤦 It's really bad, there's no way it says to pay immediately, when I open it to see the queue it's already expired 🤦🤦"
Thanks apl,5,2023-01-28 08:05:36,Thanks apl
Sudah bayar tapi setatus nya belum bayar. Apk gk jelas,1,2023-01-28 05:53:16,Already paid but the status is not paid. Apk is not clear
"Aduh kok gak bisa donlot surat pengantar ke kanim sih,, gimana ini aplikasinya",1,2023-01-28 03:14:42,"Oh, why can't I download the letter of introduction to the Immigration Office? How do I use this application?"
"Mau pilih tanggal kedatangan, tapi semua tanggal yg dipilih tidak tersedia kuota, heran",1,2023-01-28 02:13:51,"I want to choose the arrival date, but all the selected dates have no quota available, I'm surprised"
Sangat membantu masyarakat buat pengurusan pasport apapun... Makasih,5,2023-01-28 02:09:37,It really helps people to process any passport... Thank you.
"Aplikasi Tolol, loading trus, sampaaah...",1,2023-01-27 17:24:09,"Stupid app, keeps loading, untill..."
"Selalu gagal pada saat verifikasi setelah login, gambar tidak bisa digeser, sudah dicoba menggunakan hp yg berbeda tetap sama selalu gagal pada saat verifikasi setelah login. Lantas harus bagaimana?....",1,2023-01-27 16:22:07,"Always fails during verification after login, the image cannot be shifted, have tried using different phones, still the same, always fails during verification after login. So what should I do?..."
Kasih belajar dlu di aplikasi ku kasih 3 dlu kalau lancar dan cepat ku tambah lagi 2 👌,3,2023-01-27 11:48:28,"Please study first in the application, I will give you 3 first if it is smooth and fast, I will add another 2 👌"
"lelet sekali server dan pelayanannya, telat bayar dikit langsung expired dan seharusnya lgsg dihanguskan dari liat antrian pembayaran biar bisa langsung daftar lagi. Saya juga telat bayar karena shalat jum'at dlu",1,2023-01-27 07:44:44,"The server and service are very slow, if you pay a little late it will immediately expire and should have been immediately forfeited from looking at the payment queue so you can immediately register again. I also paid late because I had Friday prayers first"
Busuk,1,2023-01-27 04:34:45,Rotten
"aplikasi paling susah saya gunakan. banyak error nya gak terjamin, harus cari tutorial banyak, tutorialnya banyak yang cerita kanan kiri lagi, indonesia kapan maju kalo begini terus",1,2023-01-27 00:34:02,"the most difficult application I use. lots of errors, no guarantee, have to look for lots of tutorials, lots of tutorials tell stories left and right, when will Indonesia progress if it continues like this"
Sudah melakukan pembayaran tapi keterangan status menunggu pembayaran.,1,2023-01-26 13:46:39,Have made payment but the status says waiting for payment.
"Sangat lelet. Bisa""nya aplikasi kluar sndiri. Trus mau login kmbli email-nya eror katanya",1,2023-01-26 12:09:51,"Very slow. The application can exit itself. Then when I want to log in again, the email says there is an error."
Tolong perbaiki agar jangan loading terus,1,2023-01-26 11:29:10,Please fix it so it doesn't keep loading
"Tidak bisa menemukan lokasi kantor Imigrasi terdekat dimanapun , map tidak bisa di buka lucu",1,2023-01-26 09:15:26,"Can't find the location of the nearest Immigration office anywhere, the map won't open, it's funny"
"Saya heran kenapa seluruh jakarta tidak bisa di akses sama sekali, dan ada tanggal yang mereka tidak isi kuota, imigrasi langsung munculkan daerah lain dengan kuota yang penuh semua, ga masuk akal",1,2023-01-26 09:05:09,"I wonder why all of Jakarta cannot be accessed at all, and there are dates where they don't fill the quota, immigration immediately displays other areas with full quotas, it doesn't make sense"
Data data yang sudah di save harus diisi ulang lagi.,1,2023-01-26 06:10:40,Data that has been saved must be filled in again.
Mohon cari pengembang aplikasi yang bagus... sekelas imigrasi kok bikin aplikasi kayak buatan anak SMP.,1,2023-01-26 03:52:51,Please find a good app developer... a company like immigration makes an app that looks like it was made by a junior high school student.
Imigrasi bg junction surabaya Petugas ramah Proses cepat Terima kasih,5,2023-01-26 03:19:24,Immigration BG Junction Surabaya Friendly officers Fast process Thank you
Ga bisa pilih kedatangan👎,1,2023-01-26 03:13:38,Can't choose arrival👎
Gabisa download surat pengantar nya,1,2023-01-26 01:53:39,Can't download the cover letter
Tolong dong gimna kelanjutannya saya sudah melakukan pembayaran tpi statusnya masih menunggu persetujuan tindak lanjutnya gimna ya ?,1,2023-01-26 01:18:17,"Please help me, what should I do next? I have made the payment but the status is still waiting for approval. What should I do next?"
Dengan Daftar secara online semakin mempermudah layanan ketika membuat atau mengganti Paspor,5,2023-01-25 22:39:06,"By registering online, it will make it easier to get services when making or replacing a passport."
Cewek semok,4,2023-01-25 22:09:02,Busty girl
"Pembayaran sudah berhasil tetapi kenapa di aplikasi masih menunggu pembayaran ya,adakah yg mengalami hal serupa",2,2023-01-25 14:21:39,"The payment was successful, but why is the application still waiting for payment? Has anyone experienced something similar?"
"Waktu di kasih buat bayarnya sedikit, cuman sejam pas udah lewat sejam dan mau daftar ulang harus mnunggu Berjam jam, aplikasi lelet padahal jringan bagus, tdk bisa di edit pas buka kolom edit, sangat mempersulit",1,2023-01-25 14:20:46,"The time given to pay is small, only one hour, when the hour has passed and you want to re-register you have to wait for hours, the application is slow even though the network is good, you can't edit when you open the edit column, it makes things very difficult."
Sulit aplikasi ini,1,2023-01-25 13:40:36,This application is difficult
GI mana ini tolong ko saya ga bisa ya App error terus .,1,2023-01-25 12:08:31,"Where is this GI? Please help, I can't do it. The app keeps giving errors."
